Ano;Compra;Gerenciadora;Participante;Cadastro;Início Adesão;Fim Adesão;Início RP;Fim RP;Tipo;Situação;Bem;Grupo;Classe;Item;Marca;Modelo;Total;Restante;Percentual;Preço Referencial;Preço Final;Qtd.CompraAta
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;6505031;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;TESOURA ESCOLAR DE ACO INOXIDAVEL,20CM,CABO PLASTICO,PRETA,P/DESTRO;SCISSORS; ;30,00;18,00;50,00;15,990;5,000;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;6505074;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;LIVRO ATA DE PAPELARIA (205X297)MM VERTICAL,100 FLS,NA COR PRETA;SID; ;15,00;15,00;60,00;15,150;9,500;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;6798365;CONDUTORES ELETRICOS E EQUIPAMENTOS DE.;BATERIAS NAO RECARREGAVEIS;PILHA TIPO ALCALINA, 1.5V, PALITO (AAA), PRAZO VALIDADE 12(DOZE) MESES;MAXPRINT; ;1.000,00;730,00;75,76;4,200;2,040;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7826150;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;QUADRO DE AVISO EM CORTICA,(1,00 X 0,70)M,C/MOLDURA EM ALUMINIO;STALO; ;5,00;5,00;100,00;165,950;99,500;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7859155;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" EM PAPEL OFF-SET, ADESIVO ACRILICO REMOVIVEL E REPOSICIONAVEL, SEM PAUTA, EM BLOCO; MEDINDO (38X51)";BRW; ;50,00;30,00;45,45;3,800;2,970;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7860250;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;lapis,madeira reflorestada,mina preto,envernizado fosco,redondo,nr.2=b;FABER; ;250,00;130,00;52,74;1,500;1,500;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7883277;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" DE AÇO; FORMATO PARALELO; NIQUELADO; NR. 4/0;";BACCHI; ;200,00;200,00;82,64;4,000;4,000;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7931409;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" CORPO EM POLIPROPILENO; PONTA DE 2.0MM; NA COR VERMELHA; PARA ESCREVER EM CD/DVD; ACONDICIONADO EM";FUTURO; ;300,00;288,00;96,15;5,170;1,390;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;7946775;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;GRAMPEADOR,MANUAL,TODO ACO INOX,BASE EMBORRACHADA,24/6E26/6,ATé 35FLS;RISOVIT; ;30,00;0,00;50,00;41,600;23,760;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8084432;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CANETA ESFEROGRAFICA,SEXTAVADA,RESPIRO,CARGA OPACA,0,8,AZUL;BIC; ;700,00;0,00;56,00;1,500;0,700;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8085838;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;FITA ADESIVA DE PAPELARIA,KRAFT LISO,48MMX50M,MARROM,C/RESINA SINTETIC;FITPEL; ;400,00;300,00;88,50;10,500;10,500;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8182957;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CANETA ESFEROGRAFICA,SEXTAVADA,RESPIRO,CARGA TRANSPARENTE,0,8MM,PRETA;BIC; ;300,00;0,00;85,71;1,700;0,700;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8210675;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" POLIPROPILENO; MEDINDO (48MMX45M); TRANSPARENTE;";FITPEL; ;100,00;0,00;90,91;20,360;2,920;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8287104;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" DE ACO; FORMATO PARALELO; NIQUELADO; NR. 0;";BACCHI; ;200,00;200,00;81,97;4,370;2,800;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8291209;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" POLIPROPILENO; 19MMX50M; TRANSPARENTE; COMUM;";FITPEL; ;200,00;200,00;86,96;10,090;2,000;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8293104;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" DE POLIETILENO, COM ESPESSURA MINIMA DE 0,20 MICRAS; TAMANHO OFICIO; NA COR CRISTAL;";ACP; ;300,00;80,00;56,60;1,090;0,590;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8321124;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;ESTILETE,CABO PLAST.RIG.LAMINA ACO CARB.LARGA,18MM;ADAM; ;20,00;20,00;50,00;11,900;0,980;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8402450;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CORRETIVO LIQUIDO,BASE DE AGUA,ATOXICO,FRASCO 18ML,P/PAPEL RECICLADO;MAKE; ;50,00;50,00;49,02;7,990;1,530;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8457077;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;CADERNO ESPIRAL UNIVER.,GALVANIZADO,CAPA 1 COR,96FLS;Tamoio; ;50,00;38,00;80,65;14,900;14,000;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8595259;RECIPIENTES E MATERIAIS PARA ACONDICION.;MATERIAIS A GRANEL PARA EMBALAGENS E AC.;PAPEL KRAFT PURO,FOLHA,420G/M2,(66X96)CM,COR PARDA;Klabin; ;50,00;30,00;100,00;65,100;65,100;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8603642;CONDUTORES ELETRICOS E EQUIPAMENTOS DE.;BATERIAS NAO RECARREGAVEIS;pilha alcalina, 1.5v, tamanho medio (c);MAXPRINT; ;50,00;20,00;62,50;19,000;8,380;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8711356;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;PERFURADOR PARA PAPEL,ESTRUTURA METALICA,CAPAC.30FLS.2 VAZADORES,CINZ;MASTERPRINT; ;10,00;0,00;32,26;73,830;29,430;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8752303;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PINCEL P/ QUADRO BRANCO,PRETO,PONTA MACIA,ESCRITA 2.3MM,RECARREGAVEL;MAKE; ;60,00;36,00;62,50;14,080;4,640;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8752311;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PINCEL P/ QUADRO BRANCO,VERMELHA,PONT.MACIA,ESCRITA 2.3MM,RECARREGAVE;MAKE; ;60,00;36,00;62,50;14,000;4,850;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8752320;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PINCEL P/ QUADRO BRANCO,AZUL,PONTA MACIA,ESCRITA 2.3MM,RECARREGAVEL;MAKE; ;60,00;36,00;62,50;14,000;5,030;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8752338;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PINCEL P/ QUADRO BRANCO,VERDE,PONTA MACIA,ESCRITA 2.3MM,RECARREGAVEL;MAKE; ;60,00;36,00;62,50;18,490;5,030;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8781397;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CANETA PERMANENTE, PONTA COM 2.00MM NA COR AZUL;FUTURO; ;300,00;252,00;96,15;2,510;1,430;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8838666;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;prancheta portatil, em madeira revestida com formica, medindo 350x230mm, cor branca;STALO; ;30,00;18,00;100,00;9,300;9,300;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;8877874;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;PORTA FOLHA,PS,CRISTAL TRANSPARENTE,A4,SANDUICHE,PAREDE,VERTICAL;MAXCRIL; ;30,00;0,00;100,00;16,500;12,860;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9121951;CONDUTORES ELETRICOS E EQUIPAMENTOS DE.;BATERIAS NAO RECARREGAVEIS;BATERIA BOTAO, CR2032, ECOLOGICA;MAXPRINT; ;50,00;50,00;62,50;18,640;0,970;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9165177;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;PORTA FITA ADESIVA,MESA,2 E 1-, FITA PEQUENA E GRANDE;FUTURO; ;15,00;5,00;100,00;30,020;30,020;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9169300;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;cola liquida,multiuso,tubo,5grs,c/cianocrilato,transp.,seca rapido;RENDCOLA; ;200,00;188,00;100,00;12,580;3,940;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9189254;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CANETA MARCA TEXTO, EM POLIPROPILENO OPACO, PONTA 3 A 5 MM, AMARELA;MAXPRINT; ;200,00;104,00;66,67;10,350;0,780;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9207040;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;APONTADOR PARA LAPIS,POLIESTIRENO,SIMPLES,C/DEPOSITO,(2X4)CM;FUTURO; ;20,00;0,00;66,67;5,540;0,640;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9223894;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;ENVELOPE DE PAPELARIA,RECICLADO,90G/M2,SACO,S/RPC,260X360MM,ABA,NATURA;POLIBRAS; ;20,00;10,00;100,00;285,000;99,000;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9438378;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;QUADRO NAO MAGNETICO,FIBRA MAD,BCO,MOLD.ALUM,(1,20X0,90)M,C/FIX,SUPORT;STALO; ;5,00;5,00;100,00;231,990;157,590;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9541004;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CORRETIVO DE PAPELARIA,FITA,ROLLER,4,2MMX12M;MASTER; ;100,00;56,00;100,00;14,250;2,970;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9545921;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;COLA BASTAO,BASTAO,LAVAVEL,ATOXICA,GLICERINA/AGUA,BASTAO,BRANCA,INMETR;FUTURO; ;200,00;140,00;69,93;7,070;0,720;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9550348;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CANETA ESFEROGRAFICA,RESINA TERMOP.,SEXTAVADA,1MM,RESPIRO,1700M,VERMEL;BIC; ;300,00;300,00;85,71;1,400;0,700;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9629998;CONDUTORES ELETRICOS E EQUIPAMENTOS DE.;BATERIAS NAO RECARREGAVEIS;PILHA ALCALINA, TAMANHO AA, 1.5V;MAXPRINT; ;1.000,00;680,00;79,37;5,310;2,600;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9652442;CONDUTORES ELETRICOS E EQUIPAMENTOS DE.;BATERIAS NAO RECARREGAVEIS;PILHA ALCALINA 6LR, 9V, RETANGULAR;MAXPRINT; ;150,00;126,00;71,43;15,440;6,480;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9683372;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PASTA C/ABA E ELASTICO (PLASTICO),PP,0,80MM ESP.,50MM,OFICIO,TRANSPAR.;POLIBRAS; ;100,00;0,00;90,91;6,900;3,640;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9687505;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;RECADO AUTO ADESIVO,C/RECICLADO,ADESIVO VEGETAL,76X76CM,AMARELO;BRW; ;30,00;0,00;75,00;10,680;1,750;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9687556;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;QUADRO DE AVISO, FELTRO VERDE, 1,50 X 0,80M;STALO; ;5,00;5,00;100,00;200,000;166,590;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9771611;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;SUPORTE MONITOR MDF DE MESA;SOUZA; ;30,00;0,00;100,00;93,890;89,550;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9816267;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;REGUA DE USO ESCOLAR/ESCRITORIO,RETA,PS,30CM,CENTIM./MILIM.CRISTAL;MAXCRIL; ;20,00;0,00;50,00;4,760;0,940;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9816275;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;APAGADOR DE QUADRO E LOUSA,QUADRO BCO,PP,PRETO,DEPOS.EXTERNO,CAMURCA;BANDER; ;20,00;15,00;76,92;16,040;4,110;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;9872833;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;cola de papelaria,liquida,isopor,tecido,papel,etc.,branca,atoxica;PIRATININGA; ;100,00;88,00;90,91;9,990;1,850;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;10040609;ARTIGOS E UTENSILIOS DE ESCRITORIOS;UTENSILIOS PARA ESCRITORIOS;GAVETEIRO PLASTICO 3 GAVETAS 22X27X18CM;ORDENE; ;10,00;10,00;100,00;29,910;29,910;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;10113037;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;AGENDA EXECUTIVA/COMERCIAL,2024,COSTUR.,DIARIA,(134X192)MM,DIARIA,PRET;Tilibra;Napoli;31,00;31,00;50,82;50,750;38,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5893348;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;ELASTOMERO ODONT.SILICONE CONDENS.EXTRADURO P/LABORAT.,POTE C/900G;ZHERMACK;ZHERMACK;20,00;15,00;100,00;277,550;181,440;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5948487;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR A3E,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;20,00;10,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5948525;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR B1E,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5948550;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR A3B,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;30,00;30,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5949050;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR C2B,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5949130;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR B2E,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;5953499;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR A1B,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;6148255;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SISTEMA ADESIVO,FOTOPOLIM.,AUTOCONDICION.,REPOS.SINGLE BOND UNIVERSAL;3M SOLVENTUM;3M SOLVENTUM;70,00;50,00;100,00;302,480;147,940;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;6201920;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO RESTAURACAO,FOTO,LIQ.8ML,REPOSICAO DO VITREMER;3M SOLVENTUM;3M SOLVENTUM;20,00;20,00;100,00;461,340;293,480;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;6201962;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO RESTAURACAO,FOTO,PRIMER 6,5ML,REP.VITREMER;3M SOLVENTUM;3M SOLVENTUM;15,00;10,00;100,00;370,490;243,940;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;6207189;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR A3D,RADIOPACA,SER.4G;ULTRADENT;ULTRADENT;30,00;30,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;6222129;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOM.DE VIDRO,P/RESTAUR.,FOTO,REPOS.DO GLAZE VITREMER,1FRASCO 6,5ML;3M SOLVENTUM;3M SOLVENTUM;15,00;15,00;100,00;266,060;161,330;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8364427;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;" A BASE DE POLIETER; CONJUNTO COM PASTA BASE, CATALISADOR E BLOCO DE ESPATULACAO (AUTOMISTURA); REPO";3M SOLVENTUM;3M SOLVENTUM;20,00;10,00;100,00;914,990;575,330;7;
