Ano;Compra;Gerenciadora;Participante;Cadastro;Início Adesão;Fim Adesão;Início RP;Fim RP;Tipo;Situação;Bem;Grupo;Classe;Item;Marca;Modelo;Total;Restante;Percentual;Preço Referencial;Preço Final;Qtd.CompraAta
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;8565414;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;PLACA DE REDE WIRELESS, BARRAMENTO PCI-EXPRESS, 2.4GHZ/ 5GHZ;TP-LINK; ADAPTADOR TP LINK PCI  EX WIRELESS 6 AX;10,00;5,00;4,46;445,777;261,600;2;
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;8579857;INFORMATICA;EQUIPAMENTOS DE ENTRADA DE DADOS;WEBCAM VIDEOCHAMADA FULL HD DE 1080P, VIDEOCHAMADA HD DE 720P; LOGITECH; WEBCAM LOGITECH  C925E FULL HD PRETA  9;20,00;10,00;2,42;623,723;623,720;2;
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;8785830;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;ADAPTADOR DE CONECTOR;TP-LINK;ADAPTADOR WIRELESS  TP-LINK ARCHER TX20U;10,00;5,00;2,82;237,330;195,600;2;
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;9266712;EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICO.;ACESSORIOS DE EQUIPAMENTOS DE PROJECAO;CABO HDMI 2.0,5M,ULTRA HD 4K @ 60HZ; AQUARIO; AQUARIO CABO HDMI 2.0  4K DE 5 METROS;20,00;20,00;2,65;55,267;29,880;2;
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;9779523;EQUIPAMENTOS E COMPONENTES PARA EMISSOR.;EQUIPAMENTOS DE CAPTACAO E GRAVACAO DE.;FONE COM MICROFONE TIPO TIARA HEADSET 25W; LOGITECH; HEADSET LOGITECH  ZONE VIBE 100  BLUETO;20,00;5,00;3,28;677,863;677,860;2;
2025;51569;IF     ;FOB    ;21/05/2025 12:27;22/05/2025 16:49;30/05/2025 23:59;04/11/2025 00:00;03/11/2026 00:00;Setorizada;Vigente;9870547;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;APRESENTADOR WIRELESS; LOGITECH; LOGITECH  APRESENTADOR SEM  FIO BT SPOT;10,00;5,00;2,65;585,967;585,960;2;
2026;1296;FOB    ;FOB    ;09/01/2026 09:32; ; ;15/01/2026 00:00;15/01/2027 00:00;Individual;Vigente;8643121;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;ORTESES, PROTESES E MATERIAIS AUXILIARE.;PROTESE AUDITIVA; OTICON;258486 OTICON REAL 3 MINIBTE T C090;230,00;180,00;100,00;1100,000;850,000;3;
2026;1296;FOB    ;FOB    ;09/01/2026 09:32; ; ;15/01/2026 00:00;15/01/2027 00:00;Individual;Vigente;9327371;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;ORTESES, PROTESES E MATERIAIS AUXILIARE.;PROTESE AUDITIVA;RESOUND;RE 761 DRW;250,00;180,00;100,00;1100,000;680,000;3;
2026;1296;FOB    ;FOB    ;09/01/2026 09:32; ; ;15/01/2026 00:00;15/01/2027 00:00;Individual;Vigente;9884955;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;ORTESES, PROTESES E MATERIAIS AUXILIARE.;APARELHO AUDITIVO 100 A 6300HZ;Oticon;246563 - 246565 - OWN 5, KIT 312 2.4G NF;110,00;0,00;100,00;1100,000;850,000;3;
2025;142670;FOB    ;FOB    ;04/11/2025 09:19; ; ;23/01/2026 00:00;22/01/2027 00:00;Individual;Vigente;9563091;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;ORTESES, PROTESES E MATERIAIS AUXILIARE.;PROTESE AUDITIVA; NUEAR;SAVANT AI 1600 RIC / SAVANT AI CROS RIC;90,00;55,00;100,00;2200,000;1465,000;2;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;6871011;EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICO.;ACESSORIOS DE EQUIPAMENTOS DE PROJECAO;CABO HDMI 1,5 METROS TERMINAL HDMI MACHO NAS 2 PONTAS; Aquario; 1,5Mt;20,00;20,00;62,50;33,220;33,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;7295707;INFORMATICA;EQUIPAMENTOS DE ESTABILIZACAO E PROTECA.;NO-BREAK TECNOLOGIA ON-LINE, 3200VA, BIVOLT AUTOMATICO; SMS; Nobreak Power Sinus Senoidal 3200VA Bi-;10,00;6,00;100,00;7350,000;5600,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;7307039;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;DISCO RIGIDO, USB 3.0, EXTERNO, 04 TB, 7.200 RPM;Toshiba; HDTB540XK3CA (linha Canvio 4TB);20,00;11,00;74,07;973,280;698,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;8511756;INFORMATICA;EQUIPAMENTOS DE ESTABILIZACAO E PROTECA.;NO-BREAK, MICROPROCESSADO, UPS, 3 KVA; SMS; Nobreak Premium Sen Rack 3000VA B- 91.C;10,00;8,00;100,00;7210,470;7210,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9166505;INFORMATICA;PECAS E ACESSORIOS PARA IMPRESSORAS;DISPLAYPORT MACHO/MACHO 2.00 M; Exbom; 2MT;20,00;20,00;66,67;61,250;61,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9227768;INFORMATICA;EQUIPAMENTOS DE ESTABILIZACAO E PROTECA.;NO-BREAK, ON-LINE, 1500 VA; SMS; NOBREAK SMS PRO | 1500BI/BI WIFI - CÓD;30,00;21,00;90,91;2700,000;1800,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9580930;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;DISCO SOLIDO, SSD M.2 2280 PARA PCI-E GEN 3.0 X 4 NVME 1.3, 512 GB;XPG; AGAMMIXS70B-512G-CS (linha S70 Blade 51;30,00;21,00;88,24;568,340;370,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9594744;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;CAIXA DE SOM PARA COMPUTADOR USB 5V 2X3W;Multilaser; SP009;30,00;30,00;85,71;113,810;113,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9702717;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;FONTE ALIMENTACAO P/MICROCOMPUTADOR LENOVO, V530S 180W P/N SP50H29568; Lenovo; V350S;25,00;22,00;100,00;182,530;182,000;12;
2025;95698;FOB    ;FOB    ;18/08/2025 14:37;22/09/2025 15:57;23/09/2025 23:59;02/02/2026 00:00;01/02/2027 00:00;Setorizada;Vigente;9983481;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;DISCO RIGIDO SATA DE 06 GB/S, TECNOLOGIA NAS, 12 TB; Seagate; ST16000NT001;10,00;5,00;71,43;4820,000;2100,000;12;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;9231080;MOBILIARIOS EM GERAL;MOBILIARIOS DE HOTELARIA E ALOJAMENTOS;CADEIRA,MULTIUSO,EMPILHAVEL,TELA/POLIURETANO,04 PATAS COM RODIZIO; RICCÓ; TEKION MT;60,00;20,00;2,76;1266,490;1249,000;19;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;10210610;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;cadeira giratória, estofada, espaldar médio, encosto em tela, com apoio para lombar, com braços; FK GRUPO S/A; KAGI - Giratória Operacional tipo B, se;50,00;40,00;1,56;1470,930;880,000;19;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;10210628;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;cadeira giratória, estofada, espaldar alto e encosto de cabeça, encosto em tela, com braços; FK GRUPO S/A; KAGI - Giratória operacional tipo B, co;20,00;9,00;1,39;2198,790;1050,000;19;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;10210636;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;cadeira giratória, para obesos, estofada, espaldar médio, com braços; RICCÓ; TASK;5,00;5,00;1,28;2827,270;1190,000;19;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;10210644;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;cadeira giratória, estofada, espaldar médio, encosto em tela, com braços;FK GRUPO S/A; KADD - Giratória tela alta operacional;50,00;19,00;8,90;1469,680;820,000;19;
2025;55688;RUSP   ;FOB    ;29/05/2025 14:29;30/07/2025 09:20;30/07/2025 10:51;10/02/2026 00:00;09/02/2027 00:00;Setorizada;Vigente;10210652;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;cadeira giratória, estofada, espaldar médio, encosto em tela, sem braços; FK GRUPO S/A; KADD - Giratória tela alta operacional;50,00;0,00;5,04;1297,230;750,000;19;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;7097867;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO DE ACO, COM 2 PORTAS;Marzo Vitorino;Euro;3,00;3,00;100,00;2850,000;2025,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;7823215;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA AUXILIAR PARA ESCRITORIO,MDF,CINZA,RETANGULAR,(1000X600)MM;Marco Vitorino;Romanza Plus;5,00;0,00;21,74;821,500;550,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8554838;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA DE REUNIAO,MADEIRA DEMOLICAO,(3500X1200)MM;Marzo Vitorino;Romanza Plus;5,00;4,00;100,00;2639,680;2369,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8660476;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA DE REUNIAO,MDF,CINZA CRISTAL,SEMI-OVAL,(2000X1200)MM;Marzo Vitorino;Romanza Plus;5,00;3,00;83,33;4555,000;1700,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8686823;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA DE REUNIAO, COR CARVALHO PRATA;marzo Vitorino;Romanza Plus;5,00;4,00;83,33;1500,000;1305,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8742871;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;GAVETEIRO P/ESCRITORIO,MDF,PRETO,FIXO,02 GAVETAS;Marzo Vitorino;Romanza Plus;10,00;10,00;76,92;590,000;385,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8758476;MOBILIARIOS EM GERAL;MOBILIARIOS DE HOTELARIA E ALOJAMENTOS;PUFF,QUADRADO,VERDE CLARO;BL;Bali;20,00;0,00;100,00;941,000;387,840;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;8758484;MOBILIARIOS EM GERAL;MOBILIARIOS DE HOTELARIA E ALOJAMENTOS;PUFF, QUADRADO,AZUL ROYAL;BL;Bali;20,00;3,00;100,00;156,000;155,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9071636;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO DE ACO,(1980X900X450)MM,02 PORTAS,CINZA;marzo Vitorino;Euro;20,00;17,00;100,00;1440,000;1058,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9223010;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO BAIXO,MDP,FECHADO,NOCE AMENDOA,(800X500X740)MM;Marzo Vitorino;Romanza Plus;35,00;0,00;74,47;1050,000;743,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9446168;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA AUXILIAR PARA ESCRITORIO,MDP,CINZA PLATINA,(800X800)MM;Marzo Vitorino;Romanza Plus;5,00;4,00;62,50;740,410;500,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9597816;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;GAVETEIRO P/ESCRITORIO MDF MARFIM VOLANTE;Marzo Vitorino;Romanza Plus;25,00;0,00;100,00;1105,000;743,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9603638;MOBILIARIOS EM GERAL;MOBILIARIOS DE HOTELARIA E ALOJAMENTOS;PUFF SEXTAVADO CREPE AZUL;BL;Bali;20,00;0,00;33,33;1423,870;649,500;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9623396;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA DE REUNIAO MDF REDONDA 1000MM CARVALHO HANOVER;Marzo Vitorino;Romanza Plus;5,00;3,00;33,33;978,000;730,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9628908;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ESTANTE P/ESCRITORIO C/5 PRATELEIRAS 1,98X0,795X0,40M ESP.25MM PRETA;Marzo Vitorino;Romanza Plus;5,00;1,00;55,56;681,990;681,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9701575;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;LONGARINA 03 LUGARES ACO ESCOVADO;FK Grupo SA;Longarina ISO;20,00;0,00;100,00;1300,000;669,860;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9715568;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO EXTRA ALTO MDP FRESNO SBIANCATTO;Marzo Vitorino;Romanza Plus;20,00;0,00;74,07;2404,000;1835,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9736158;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;GAVETEIRO P/ESCRITORIO MDP VOLANTE;Marzo Vitorino;Romanza Plus;20,00;0,00;74,07;1100,000;820,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9808043;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;MESA DE REUNIAO,(2200X910)MM,CARVALHO HANOVER;marzo Vitorino;Romanza Plus;5,00;5,00;71,43;2178,490;1440,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;9925546;MOBILIARIOS EM GERAL;MOBILIARIOS DE HOTELARIA E ALOJAMENTOS;PUFF,REDONDO,REV.TECIDO SUEDE;BL;Bali;20,00;20,00;64,52;2138,900;830,200;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;10013806;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;"MESA DE TRAB;EM MDP;CINZA; MED1200X600MM";Marzo Vitorino;Romaza Plus;35,00;3,00;72,92;918,300;598,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;10120599;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;"MESA DE TRABALHO; 1,60 M X 0,60 M; CINZA";Marzo Vitorino;Romanza Plus;10,00;6,00;50,00;1110,000;788,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;10143629;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;"MESA DE TRABALHO;MDP; EM ""L"" , 1500X1500X600X750MM";Marzo Vitorino;Romanza Plus;20,00;10,00;86,96;2507,980;1490,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;10181016;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO ALTO;Marzo Vitorino;Romanza Plus;20,00;2,00;100,00;1900,000;1435,000;25;
2025;155623;FOB    ;FOB    ;01/12/2025 07:49;08/01/2026 11:06;09/01/2026 16:12;03/03/2026 00:00;02/03/2027 00:00;Setorizada;Vigente;10196773;MOBILIARIOS EM GERAL;MOBILIARIOS DE ESCRITORIO;ARMARIO DE ACO, MEDINDO(1,98X0,90X0,40)=(AXLXP);Marzo Vitorino;Euro;3,00;3,00;23,08;3264,150;2510,000;25;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5503000;ODONTOLÓGICO;MATERIAL DE CONSUMO ODONTOLÓGICO;IONÔMERO DE VIDRO; SS White; Vidrion F Plus;10,00;0,00;22,73;70,330;25,880;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5586461;ARTIGOS DE HIGIENE;UTENSILIOS PARA HIGIENE E PROTECAO PESS.;ESCOVA PARA UNHAS DE NYLON,COM BASE DE PLASTICO; LIMPEMANIA; ;50,00;50,00;27,17;3,860;3,860;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5656648;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;SOLUCOES ANTI-SEPTICAS COM NOTIFICACAO/.;POLIVINIL PIRROLIDONA IODO,10%,SOLUCAO AQUOSA,FRASCO OPACO; Rioquímica; Riodeine;10,00;10,00;71,43;77,570;52,520;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5657393;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PLACA DE VIDRO,7,50 X 15 CM,6 MM DE ESPESSURA; Preven; ;10,00;10,00;35,71;24,470;8,840;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5666473;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PARAMONOCLOROFENOL CANFORADO TRATAMENTO ENDODONTICO; Biodinamica; ;10,00;10,00;17,24;16,440;8,150;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5679028;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;VERNIZ C/ 5% DE FLUORETO DE SODIO OU 2,26% DE ION FLUOR,FR.C/10ML; Dentscare FGM; Duofluorid;20,00;10,00;33,33;36,270;17,070;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5680581;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;ALGODAO EM ROLO,HIDROFILO,BRANCO,MACIO,INODORO,PACOTE C/500G;MEDIHOUSE; ;10,00;10,00;15,63;32,020;30,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5683114;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;SOLUCOES ANTI-SEPTICAS COM NOTIFICACAO/.;HIPOCLORITO DE SODIO,1%,SOLUCAO,GALAO; Prolink; ;75,00;75,00;39,06;31,140;30,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5683947;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;ISOLANTE P/GESSO E RESINA,A BASE DE CELULOSE,FRASCO C/500ML; SS White; Cel Lac;10,00;10,00;9,52;67,240;43,480;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5701007;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;TACA DE BORRACHA,P/CA,C/PROTECAO;Shanghai Dochem;Dental Partner;20,00;20,00;18,18;2,730;2,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5711061;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;TOUCA CIRURGICA DESCARTAVEL DE FALSO TECIDO BRANCO;ANADONA; ;100,00;50,00;6,29;17,600;16,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5728673;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;COMPOSTOS E PREPARADOS PARA LIMPEZA HOS.;DETERGENTE DESENCROSTANTE,NEUTRO,ENZIMATICO,LIQUIDO,VIOLETA; PROLINK; ;50,00;50,00;14,41;274,570;235,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5736676;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SISTEMA ADESIVO FOTO,REP.SINGLE BOND(3MESPE), FR. C/6ML (UNIVERSIDADE); Solventum; Adper Single Bond 2;30,00;30,00;24,39;279,240;176,320;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;5905141;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;FITA ADESIVA CIRURGICA EM NÃO TECIDO ADESIVO ETER SINTETICO25MM X4,5M; Ciex; ;10,00;10,00;30,30;8,480;8,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;6077439;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTOLOGICA P/ALTA ROTACAO,DIAMANTADA,1012,ESFERICA;Microdont;3R;30,00;30,00;30,30;7,430;3,000;3;
